Subject,Catalog Number,Section,Class Number,Title,Units,Days,Time,Building,Room Number,Instructor
SPAN,203,013,13993,INTERMEDIATE SPANISH I,3,MWF,10:10 - 11:00,Phillips RBuilding,0222,"Fernandez-Fontecha,Maria"
SPAN,203,014,2214,INTERMEDIATE SPANISH I,3,MWF,10:10 - 11:00,Murphey RBuilding,0302,Staff
SPAN,203,015,3805,INTERMEDIATE SPANISH I,3,MWF,10:10 - 11:00,Greenlaw RBuilding,0106,"CARRASCO,CRISTINA"
SPAN,203,016,3806,INTERMEDIATE SPANISH I,3,MWF,10:10 - 11:00,Greenlaw RBuilding,0103,"Aviles De Leon,Lornaida"
SPAN,203,017,2215,INTERMEDIATE SPANISH I,3,MWF,10:10 - 11:00,Dey Hall RBuilding,0201,"Lane,Sharrah"
SPAN,203,018,2216,INTERMEDIATE SPANISH I,3,MWF,11:15 - 12:05,New East RBuilding,0201,"Slate,Loida Peterson"
SPAN,203,019,2217,INTERMEDIATE SPANISH I,3,MWF,11:15 - 12:05,Greenlaw RBuilding,0103,"Aviles De Leon,Lornaida"
SPAN,203,020,2218,INTERMEDIATE SPANISH I,3,MWF,11:15 - 12:05,Hamilton Hall RBuilding,0420,"Fernandez-Fontecha,Maria"
SPAN,203,021,2219,INTERMEDIATE SPANISH I,3,MWF,11:15 - 12:05,Wilson RBuilding,0139,"HUER,KYUNG"
SPAN,203,022,2220,INTERMEDIATE SPANISH I,3,MWF,11:15 - 12:05,Dey Hall RBuilding,0101,Staff
SPAN,203,023,2221,INTERMEDIATE SPANISH I,3,MWF,11:15 - 12:05,Hamilton Hall RBuilding,0351,Staff
SPAN,203,024,2222,INTERMEDIATE SPANISH I,3,MWF,12:20 - 13:10,Wilson RBuilding,0139,"KIM,HOSUN"
SPAN,203,025,2223,INTERMEDIATE SPANISH I,3,MWF,12:20 - 13:10,Greenlaw RBuilding,0106,"Slate,Loida Peterson"
SPAN,203,026,2224,INTERMEDIATE SPANISH I,3,MWF,12:20 - 13:10,Hamilton Hall RBuilding,0425,Staff
SPAN,203,027,3807,INTERMEDIATE SPANISH I,3,MWF,12:20 - 13:10,New East RBuilding,0201,Staff
SPAN,203,028,2225,INTERMEDIATE SPANISH I,3,MWF,12:20 - 13:10,Hamilton Hall RBuilding,0420,"Maqueda Jimenez,Raquel"
SPAN,203,029,2226,INTERMEDIATE SPANISH I,3,MWF,12:20 - 13:10,Hamilton Hall RBuilding,0423,"HUER,KYUNG"
SPAN,203,030,2227,INTERMEDIATE SPANISH I,3,MWF,13:25 - 14:15,Mitchell RBuilding,121A,Staff
SPAN,203,031,2228,INTERMEDIATE SPANISH I,3,MWF,13:25 - 14:15,New East RBuilding,0201,"Martin,Victoria D."
SPAN,203,032,2229,INTERMEDIATE SPANISH I,3,MWF,13:25 - 14:15,Greenlaw RBuilding,0106,"RUIZ-GARCIA,MARTHA E"
SPAN,203,033,13994,INTERMEDIATE SPANISH I,3,MWF,13:25 - 14:15,Genome Sciences Building RBuilding,1373,Staff
SPAN,203,034,4550,INTERMEDIATE SPANISH I,3,MWF,13:25 - 14:15,Hamilton Hall RBuilding,0425,Staff
SPAN,203,035,2230,INTERMEDIATE SPANISH I,3,MWF,13:25 - 14:15,Greenlaw RBuilding,0103,Staff
SPAN,203,036,2231,INTERMEDIATE SPANISH I,3,MWF,14:30 - 15:20,Dey Hall RBuilding,0202,"Alexander,Martha Elizabeth"
SPAN,203,037,9385,INTERMEDIATE SPANISH I,3,MWF,14:30 - 15:20,Dey Hall RBuilding,0203,Staff
SPAN,203,038,4551,INTERMEDIATE SPANISH I,3,MWF,14:30 - 15:20,Dey Hall RBuilding,0306,Staff
SPAN,203,039,12043,INTERMEDIATE SPANISH I,3,MWF,15:35 - 16:25,Dey Hall RBuilding,0209,"Cadena Pardo,Sandra Paola"
SPAN,203,040,12044,INTERMEDIATE SPANISH I,3,MWF,15:35 - 16:25,Dey Hall RBuilding,0208,"Alexander,Martha Elizabeth"
SPAN,203,900,11050,INTERMEDIATE SPANISH I,3,TBA,TBA,TBA RBuilding,TBA,Staff
SPAN,204,001,13995,INTERMEDIATE SPANISH II,3,MWF,09:05 - 09:55,Dey Hall RBuilding,0301,"De Fays,Helene M."
SPAN,204,002,13996,INTERMEDIATE SPANISH II,3,MWF,10:10 - 11:00,Dey Hall RBuilding,0303,"Kohl,Anastacia G."
SPAN,204,003,3146,INTERMEDIATE SPANISH II,3,MWF,11:15 - 12:05,Hamilton Hall RBuilding,0423,"Kohl,Anastacia G."
SPAN,204,004,9386,INTERMEDIATE SPANISH II,3,MWF,12:20 - 13:10,Dey Hall RBuilding,0204,"Tolman,Elizabeth E."
SPAN,204,005,2232,INTERMEDIATE SPANISH II,3,MWF,13:25 - 14:15,Wilson RBuilding,0139,Staff
SPAN,204,006,2233,INTERMEDIATE SPANISH II,3,MWF,14:30 - 15:20,Dey Hall RBuilding,0303,"Munoz-Hermoso,Abel"
SPAN,204,007,2234,INTERMEDIATE SPANISH II,3,MWF,15:35 - 16:25,Dey Hall RBuilding,0204,Staff
SPAN,204,008,13997,INTERMEDIATE SPANISH II,3,TuTh,09:30 - 10:45,Dey Hall RBuilding,0306,"SUELDO,MARTIN ARIEL"
SPAN,204,009,12046,INTERMEDIATE SPANISH II,3,TuTh,11:00 - 12:15,Dey Hall RBuilding,0307,"LEE,MALGORZATA A"
SPAN,204,010,10361,INTERMEDIATE SPANISH II,3,TuTh,12:30 - 13:45,Dey Hall RBuilding,0302,"HUESA OTEGUI,PEDRO JOSE"
SPAN,204,011,4552,INTERMEDIATE SPANISH II,3,TuTh,14:00 - 15:15,Dey Hall RBuilding,0303,"HUESA OTEGUI,PEDRO JOSE"
SPAN,205,001,13998,INT SPAN II FOR HERITAGE LRN,3,MWF,14:30 - 15:20,Dey Hall RBuilding,0302,"Martin,Victoria D."
SPAN,255,001,2242,CONVERSATION I,3,MWF,09:05 - 09:55,Murphey RBuilding,0302,Staff
SPAN,255,002,5799,CONVERSATION I,3,MWF,10:10 - 11:00,Genome Sciences Building RBuilding,1370,"Sola Alonso,Marina"
SPAN,261,001,13999,ADVANCED SPANISH IN CONTEXT,3,MWF,08:00 - 08:50,Dey Hall RBuilding,0301,Staff
SPAN,261,002,14000,ADVANCED SPANISH IN CONTEXT,3,MWF,09:05 - 09:55,Dey Hall RBuilding,0210,"Fernandez-Fontecha,Maria"
SPAN,261,003,5380,ADVANCED SPANISH IN CONTEXT,3,MWF,10:10 - 11:00,Graham Memorial RBuilding,0210,"Tolman,Elizabeth E."
SPAN,261,004,5381,ADVANCED SPANISH IN CONTEXT,3,MWF,11:15 - 12:05,Dey Hall RBuilding,0302,"De Fays,Helene M."
SPAN,261,005,5382,ADVANCED SPANISH IN CONTEXT,3,MWF,12:20 - 13:10,Hamilton Hall RBuilding,0523,"Munoz-Hermoso,Abel"
SPAN,261,006,5383,ADVANCED SPANISH IN CONTEXT,3,MWF,13:25 - 14:15,Mitchell RBuilding,0106,Staff
SPAN,261,007,5384,ADVANCED SPANISH IN CONTEXT,3,MWF,14:30 - 15:20,Dey Hall RBuilding,0204,Staff
SPAN,261,008,12047,ADVANCED SPANISH IN CONTEXT,3,TuTh,09:30 - 10:45,Dey Hall RBuilding,0303,Staff
SPAN,261,009,5385,ADVANCED SPANISH IN CONTEXT,3,TuTh,11:00 - 12:15,Dey Hall RBuilding,0202,"HUESA OTEGUI,PEDRO JOSE"
SPAN,261,010,5423,ADVANCED SPANISH IN CONTEXT,3,TuTh,14:00 - 15:15,Dey Hall RBuilding,0209,"SUELDO,MARTIN ARIEL"
SPAN,267,001,12048,ADV SPAN FOR HERITAGE LRN,3,MWF,13:25 - 14:15,Dey Hall RBuilding,0204,"Cadena Pardo,Sandra Paola"
SPAN,292,001,3528,APPROACHES TO SPANISH,3,M,16:00 - 17:30,Dey Hall RBuilding,0301,"Shade,Catherine A. I."
SPAN,300,001,12049,SPAN GRAMMAR STRUCTURE,3,MWF,10:10 - 11:00,Murray Hall RBuilding,G205,"RUIZ-GARCIA,MARTHA E"
SPAN,300,002,2246,SPAN GRAMMAR STRUCTURE,3,MWF,09:05 - 09:55,Dey Hall RBuilding,0203,"Brescane Nicolas,Laura"
SPAN,301,001,5386,INTRO TO LIT AND CULT ANALYSIS,3,MWF,09:05 - 09:55,Dey Hall RBuilding,0202,Staff
SPAN,301,002,14001,INTRO TO LIT AND CULT ANALYSIS,3,TuTh,09:30 - 10:45,Dey Hall RBuilding,0208,Staff
SPAN,301,003,5387,INTRO TO LIT AND CULT ANALYSIS,3,TuTh,12:30 - 13:45,Dey Hall RBuilding,0208,"PERELMUTER,ROSA"
SPAN,301,004,12052,INTRO TO LIT AND CULT ANALYSIS,3,MWF,13:25 - 14:15,Dey Hall RBuilding,0201,Class Enrl Cap:0 Class Enrl Tot:0 Class Wait Cap:0 Class Wait Tot:0 Class Min Enrl:0
SPAN,302,001,14002,LIT & CULT FOR HERITAGE LRN,3,MWF,10:10 - 11:00,Carolina Hall RBuilding,0322,"Torres Silva,Diana Isabel"
SPAN,320,001,14003,SPAN FOR BUSINESS,3,MWF,10:10 - 11:00,Dey Hall RBuilding,0301,"KIM,HOSUN"
SPAN,320,002,9390,SPAN FOR BUSINESS,3,MWF,11:15 - 12:05,Dey Hall RBuilding,0301,Staff
SPAN,321,001,12054,SPAN MEDICAL PROFESSIONS,3,MWF,10:10 - 11:00,Dey Hall RBuilding,0204,"De Fays,Helene M."
SPAN,321,002,4237,SPAN MEDICAL PROFESSIONS,3,MWF,12:20 - 13:10,Dey Hall RBuilding,0301,"Garcia Gutierrez,Sandra"
SPAN,321,003,5424,SPAN MEDICAL PROFESSIONS,3,MWF,13:25 - 14:15,Dey Hall RBuilding,0301,"Lane,Sharrah"
SPAN,324,001,5755,SPANISH FOR LAW II,3,MWF,13:25 - 14:15,Dey Hall RBuilding,0209,"KIM,HOSUN"
SPAN,325,001,5756,SPANISH FOR BUSINESS II,3,MWF,10:10 - 11:00,Dey Hall RBuilding,0302,Class Enrl Cap:19 Class Enrl Tot:7 Class Wait Cap:999 Class Wait Tot:0 Class Min Enrl:0
SPAN,325,002,5757,SPANISH FOR BUSINESS II,3,MWF,11:15 - 12:05,Dey Hall RBuilding,0209,"Bruno,Elizabeth C."
SPAN,328,001,5758,SPAN FOR MED PROF II,3,MWF,09:05 - 09:55,Dey Hall RBuilding,0307,"Bruno,Elizabeth C."
SPAN,328,002,5794,SPAN FOR MED PROF II,3,MWF,10:10 - 11:00,Dey Hall RBuilding,0307,"Bruno,Elizabeth C."
SPAN,328,003,9391,SPAN FOR MED PROF II,3,MWF,12:20 - 13:10,Dey Hall RBuilding,0307,"Martin,Victoria D."
SPAN,329,001,3147,SPAN PROF COMM ENGAGEMNT,3,MWF,09:05 - 09:55,Dey Hall RBuilding,0201,"Aviles De Leon,Lornaida"
SPAN,329,002,3148,SPAN PROF COMM ENGAGEMNT,3,MWF,10:10 - 11:00,Dey Hall RBuilding,0202,Class Enrl Cap:19 Class Enrl Tot:20 Class Wait Cap:999 Class Wait Tot:6 Class Min Enrl:0
SPAN,329,003,3149,SPAN PROF COMM ENGAGEMNT,3,MWF,11:15 - 12:05,Dey Hall RBuilding,0307,"KNORR,HEATHER M"
SPAN,338,001,10575,TRANSATLANTIC CULTURAL TOPICS,3,MWF,10:10 - 11:00,Graham Memorial RBuilding,0038,"Cadena Pardo,Sandra Paola"
SPAN,340,001,14020,IBERIAN CULTURAL TOPICS,3,TuTh,11:00 - 12:15,Dey Hall RBuilding,0203,Staff
SPAN,340,002,14021,IBERIAN CULTURAL TOPICS,3,MWF,13:25 - 14:15,Dey Hall RBuilding,0204,"Alexander,Martha Elizabeth"
SPAN,344,001,2248,LATIN@ AMER CULTURAL TOPICS,3,TuTh,09:30 - 10:45,Dey Hall RBuilding,0204,"LEE,MALGORZATA A"
SPAN,344,002,4553,LATIN@ AMER CULTURAL TOPICS,3,MW,09:05 - 10:20,Dey Hall RBuilding,0208,"GONZALEZ-ESPITIA,JUAN C"
SPAN,344,003,10601,LATIN@ AMER CULTURAL TOPICS,3,MWF,12:20 - 13:10,Mitchell RBuilding,121A,"Pozo,Ana Maria"
SPAN,351,001,5388,SPANISH INTERPRETATION I,3,MWF,10:10 - 11:00,Mitchell RBuilding,0106,"Slate,Loida Peterson"
SPAN,352,001,5759,SPANISH INTERPRETATION II,3,MWF,11:15 - 12:05,Genome Sciences Building RBuilding,1370,"Lane,Sharrah"
SPAN,360,001,4712,INTRO TO HISPANIC LINGUISTICS,3,TuTh,09:30 - 10:45,Dey Hall RBuilding,0301,"ESTIGARRIBIA,BRUNO"
SPAN,361,001,12055,HISPANIC FILM,3,MWF,13:25 - 14:15,Dey Hall RBuilding,0302,"Munoz-Hermoso,Abel"
SPAN,369,001,9392,INTRO TRANSLATION,3,MWF,12:20 - 13:10,Dey Hall RBuilding,0206,"Aaron,Nancy Grace"
SPAN,370,001,12056,SPANISH TRANSLATION II,3,MWF,10:10 - 11:00,Dey Hall RBuilding,303A,"Aaron,Nancy Grace"
SPAN,371,001,2249,STUDIES IN SPANISH LITERATURE,3,MWF,10:10 - 11:00,Dey Hall RBuilding,0206,"Lindquist,Josefa Escribano"
SPAN,371,002,5379,STUDIES IN SPANISH LITERATURE,3,TuTh,11:00 - 12:15,Dey Hall RBuilding,0204,"HSU,CARMEN Y"
SPAN,373,001,14024,STUDIES IN LATIN AMERICAN LIT,3,MWF,10:10 - 11:00,Dey Hall RBuilding,0203,Staff
SPAN,373,002,4554,STUDIES IN LATIN AMERICAN LIT,3,TuTh,11:00 - 12:15,Dey Hall RBuilding,0306,"SUELDO,MARTIN ARIEL"
SPAN,376,001,4262,SPAN PHONETICS AND PHONOLOGY,3,MWF,12:20 - 13:10,Dey Hall RBuilding,0208,"RUIZ-GARCIA,MARTHA E"
SPAN,397,001,14027,UGRD SEMINAR LANG&LINGUISTICS,3,TuTh,11:00 - 12:15,Dey Hall RBuilding,0301,Class Enrl Cap:0 Class Enrl Tot:0 Class Wait Cap:0 Class Wait Tot:0 Class Min Enrl:0
SPAN,398,001,14029,LITERATURE AND CULTURE,3,TuTh,09:30 - 10:45,Dey Hall RBuilding,0210,"Cohn,Adam Justin"
SPAN,402,001,4238,INTERMED ACCEL SPANISH,3,MWF,10:10 - 11:00,Dey Hall RBuilding,0209,"HUER,KYUNG"
SPAN,415,001,9393,LANGUAGES OF SPAIN II,3,TuTh,11:00 - 12:15 GALICIAN,Dey Hall RBuilding,0303,"Giron Gesteira,Santiago"
SPAN,417,001,14030,LANGUAGES OF THE AMERICAS II,3,MWF,12:20 - 13:10 YUKATEC MAYAN,Hamilton Hall RBuilding,0517,"Smith,Katelyn Michelle"
SPAN,621,001,12057,LIT & CULTURAL HIST SPAN LANG,3,TuTh,12:30 - 13:45,Dey Hall RBuilding,0204,"BINOTTI,LUCIA"
SPAN,676,001,14032,ADVANCED SPANISH PHONOLOGY,3,MWF,11:15 - 12:05,Dey Hall RBuilding,0205,"Graham,Lamar Ashley"
SPAN,684,001,14033,SPANISH DIALECTOLOGY VARIATION,3,MWF,12:20 - 13:10,Carolina Hall RBuilding,0104,"Graham,Lamar Ashley"
SPAN,738,001,15014,TOPICS INTEL HIST SPAIN,3,TuTh,09:30 - 10:45,Dey Hall RBuilding,0302,"BINOTTI,LUCIA"
SPAN,834,001,14034,SEM PENINSULAR SPANISH,3,TuTh,11:00 - 12:15 Sepharad,Hanes Art Center RBuilding,0118,"Cohn,Adam Justin"
SPAN,835,001,14035,SEM SPAN AM LITER,3,Tu,15:30 - 18:00,Dey Hall RBuilding,0104,"ESTRADA,OSWALDO"
SPAN,835,002,15152,SEM SPAN AM LITER,3,Th,15:30 - 18:00,Dey Hall RBuilding,0208,"PERELMUTER,ROSA"
SPAN,992,002,3174,MASTER'S (NON-THESIS ),3,TBA,TBA,TBA RBuilding,TBA,Staff
SPAN,992,003,3175,MASTER'S (NON-THESIS ),3,TBA,TBA,TBA RBuilding,TBA,Staff
SPAN,992,004,3505,MASTER'S (NON-THESIS ),3,TBA,TBA,TBA RBuilding,TBA,"ESTRADA,OSWALDO"
SPAN,992,005,3914,MASTER'S (NON-THESIS ),3,TBA,TBA,TBA RBuilding,TBA,Staff
SPAN,992,013,3472,MASTER'S (NON-THESIS ),3,TBA,TBA,TBA RBuilding,TBA,"GOMEZ-CASTELLANO,IRENE"
SPAN,992,025,3176,MASTER'S (NON-THESIS ),3,TBA,TBA,TBA RBuilding,TBA,"Graham,Lamar Ashley"
SPAN,992,037,5474,MASTER'S (NON-THESIS ),3,TBA,TBA,TBA RBuilding,TBA,"PERELMUTER,ROSA"
SPAN,992,038,4759,MASTER'S (NON-THESIS ),3,TBA,TBA,TBA RBuilding,TBA,"RIVERO,ALICIA"
SPAN,992,051,5473,MASTER'S (NON-THESIS ),3,TBA,TBA,TBA RBuilding,TBA,"HSU,CARMEN Y"
SPAN,992,062,3517,MASTER'S (NON-THESIS ),3,TBA,TBA,TBA RBuilding,TBA,"GONZALEZ-ESPITIA,JUAN C"
SPAN,994,001,5181,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA RBuilding,TBA,"HSU,CARMEN Y"
SPAN,994,002,2658,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA RBuilding,TBA,"BECKER,MISHA K"
SPAN,994,003,2722,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA RBuilding,TBA,Staff
SPAN,994,004,2659,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA RBuilding,TBA,"ESTRADA,OSWALDO"
SPAN,994,005,2757,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA RBuilding,TBA,"BOON,JESSICA ALEXIS"
SPAN,994,013,2660,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA RBuilding,TBA,"GOMEZ-CASTELLANO,IRENE"
SPAN,994,025,2661,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA RBuilding,TBA,"Graham,Lamar Ashley"
SPAN,994,030,5453,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA RBuilding,TBA,"LA SERNA,MIGUEL ABRAM"
SPAN,994,037,2662,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA RBuilding,TBA,"PERELMUTER,ROSA"
SPAN,994,038,2663,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA RBuilding,TBA,"RIVERO,ALICIA"
SPAN,994,047,2664,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA RBuilding,TBA,"BINOTTI,LUCIA"
SPAN,994,051,10735,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA RBuilding,TBA,Staff
SPAN,994,062,2665,DOCT RESEARCH AND DISSERTATION,3,TBA,TBA,TBA RBuilding,TBA,"GONZALEZ-ESPITIA,JUAN C"
MNGT,120,003,3137,INTRO INTERPER/ORG COMM,3,MWF,13:25 - 14:15,Davie RBuilding,0101,"Nam,Soojung"
MNGT,120,005,3759,INTRO INTERPER/ORG COMM,3,TuTh,09:30 - 10:45,Murphey RBuilding,0118,"Boyles,Dahlia Lee"
MNGT,120,006,4964,INTRO INTERPER/ORG COMM,3,MWF,10:10 - 11:00,Peabody RBuilding,2066,"Parker,Amelia"
MNGT,120,007,10403,INTRO INTERPER/ORG COMM,3,MWF,12:20 - 13:10,TBA RBuilding,TBA,"Classen,Chandler Lawrence"
MNGT,223,001,10726,SMALL GROUP COMM,3,MW,13:25 - 14:40,Mitchell RBuilding,0205,"Pippert,Courtlyn"
MNGT,310,001,5793,APPLIED MICRO,3,MW,12:20 - 13:35,Gardner RBuilding,0008,"Lagos Mondragon,Roberto"
MNGT,325,001,5419,INTRO ORG COMM,3,MWF,10:10 - 11:00,Murphey RBuilding,0204,"Adcock,Preston Michael"
MNGT,345,001,3158,PUB POL TOWARD BUS,3,TuTh,12:30 - 13:45,Phillips RBuilding,0265,"Mullen,Toria Tigue"
MNGT,410,001,2929,FORMAL ORG & BURCY,3,MW,14:30 - 15:45,Peabody RBuilding,2024,"Lammers,Matthew Thomas"
MNGT,415,001,1764,ECONOMY AND SOCIETY,3,TuTh,15:30 - 16:45,Stone Center RBuilding,0209,"Manrique-Betanzos,Ruy"
MNGT,415,002,12276,ECONOMY AND SOCIETY,3,MWF,09:05 - 09:55,Peabody RBuilding,2024,"Lammers,Matthew Thomas"
MNGT,427,001,14631,THE LABOR FORCE,3,MWF,11:15 - 12:05,Peabody RBuilding,2024,"Young,Jordan"
SOCI,53,001,11146,FYS: WELFARE REFORM,3,TuTh,14:00 - 15:15,Greenlaw RBuilding,0317,"Su,Jessica"
SOCI,89,001,11143,FYS: SPECIAL TOPICS,3,TuTh,15:30 - 16:45,Murphey RBuilding,0302,"Gonzalez,Shannon Malone"
SOCI,101,001,3388,SOC PERSPECTIVES,3,MWF,12:20 - 13:10,Chapman Hall RBuilding,0211,"Lammers,Matthew Thomas"
SOCI,101,002,3387,SOC PERSPECTIVES,3,MWF,11:15 - 12:05,Murray Hall RBuilding,G201,"Gardner,Anna"
SOCI,101,003,4154,SOC PERSPECTIVES,3,MWF,11:15 - 12:05,Stone Center RBuilding,0209,"Shelton-Ormond,Anna Holliday"
SOCI,101,004,4267,SOC PERSPECTIVES,3,TuTh,11:00 - 12:15,Phillips RBuilding,0206,"Guzzo,Karen Benjamin"
SOCI,101,005,9514,SOC PERSPECTIVES,3,MWF,10:10 - 11:00,Peabody RBuilding,2080,"Holtkamp,William Hale"
SOCI,112,001,10220,SOCIAL INTERACTION,3,MWF,13:25 - 14:15,Stone Center RBuilding,0210,"Zhang,Tianhao"
SOCI,121,001,13631,POP PROBS,3,TuTh,09:30 - 10:45,Peabody RBuilding,3050,"CAI,YONG"
SOCI,122,001,1743,RACE & ETHNICITY,3,TuTh,15:30 - 16:45,Chapman Hall RBuilding,0201,"Fitzgerald,Kathleen Joy"
SOCI,122,002,11137,RACE & ETHNICITY,3,MWF,13:25 - 14:15,Woollen Gym RBuilding,0301,"Rosa-Lebron,Rocio Ariana"
SOCI,123,001,13632,CRIME & DELIN,3,TuTh,14:00 - 15:15,Peabody RBuilding,2028,"Brown,Sarah McGill"
SOCI,124,001,10222,SEX & GEN IN SOC,3,TuTh,09:30 - 10:45,Peabody RBuilding,2024,"Weisshaar,Katherine Rose"
SOCI,124,002,5775,SEX & GEN IN SOC,3,TuTh,11:00 - 12:15,Peabody RBuilding,2024,"Weisshaar,Katherine Rose"
SOCI,124,003,13633,SEX & GEN IN SOC,3,TuTh,15:30 - 16:45,Genome Sciences Building RBuilding,1374,"Martinez Echague,Maria Ines"
SOCI,124,004,13634,SEX & GEN IN SOC,3,TuTh,17:00 - 18:15,Dey Hall RBuilding,0304,"Manzanares,Melissa Ann"
SOCI,125,001,13636,SOCIOLOGY OF SEXUALITIES,3,TuTh,12:30 - 13:45,Peabody RBuilding,3050,"Fitzgerald,Kathleen Joy"
SOCI,129,001,14454,SOCIOLOGY OF RELIGION,3,MWF,09:05 - 09:55,Peabody RBuilding,G050,"Palomo,Johannah Elisabeth"
SOCI,130,001,10218,FAM & SOC,3,TuTh,17:00 - 18:15,Murphey RBuilding,0105,"Li,Yunlin"
SOCI,131,001,14456,SOC REL IN WORKPLAC,3,MWF,15:35 - 16:25,Murphey RBuilding,0104,"Janko,Erica Chaya"
SOCI,172,001,5370,INTRO U.S. POPULATION HEALTH,3,TuTh,11:00 - 12:15,Hamilton Hall RBuilding,0100,"Hummer,Robert Allen"
SOCI,250,001,1733,SOCIOL THRY,3,TuTh,15:30 - 16:45,Peabody RBuilding,2060,"Kowalski,Ken C"
SOCI,251,001,1732,RESEARCH METHODS,3,TuTh,09:30 - 10:45,Gardner RBuilding,0210,"ENTWISLE BOLLEN,BARBARA"
SOCI,251,002,13646,RESEARCH METHODS,3,TuTh,15:30 - 16:45,Stone Center RBuilding,0210,"Palmer,Margaret"
SOCI,252,001,9450,DATA ANALYSIS,3,TuTh,08:00 - 09:15,Gardner RBuilding,0007,"Lilly,Adam G"
SOCI,252,002,14659,DATA ANALYSIS,3,MWF,09:05 - 09:55,Peabody RBuilding,3018,"Brehm,Christopher Kendrick"
SOCI,274,001,14149,SOCIAL & ECON JUSTICE,3,TuTh,12:30 - 13:45,Peabody RBuilding,2024,"CAREN,NEAL P"
SOCI,410,001,3664,FORMAL ORG & BURCY,3,MW,14:30 - 15:45,Peabody RBuilding,2024,"Lammers,Matthew Thomas"
SOCI,411,001,11145,SOCIAL MOVEMENTS,3,MWF,09:05 - 09:55,Murray Hall RBuilding,G201,"Lu,Todd Jiajin"
SOCI,415,001,1728,ECONOMY AND SOCIETY,3,TuTh,15:30 - 16:45,Stone Center RBuilding,0209,"Manrique-Betanzos,Ruy"
SOCI,415,002,12277,ECONOMY AND SOCIETY,3,MWF,09:05 - 09:55,Peabody RBuilding,2024,"Lammers,Matthew Thomas"
SOCI,419,001,13647,SOCIOLOGY OF THE ISLAMIC WORLD,3,TuTh,15:30 - 16:45,Peabody RBuilding,2024,"KURZMAN,CHARLES"
SOCI,420,001,14457,POLI SOCI,3,MWF,12:20 - 13:10,Murphey RBuilding,0104,"Conley,Jacob Brennan"
SOCI,422,001,5373,SOCI MENT HLTH ILL,3,MWF,12:20 - 13:10,Peabody RBuilding,3050,"Branecky,Katrina"
SOCI,427,001,14630,THE LABOR FORCE,3,MWF,11:15 - 12:05,Peabody RBuilding,2024,"Young,Jordan"
SOCI,469,001,13651,HEALTH AND SOCIETY,3,MWF,10:10 - 11:00,Peabody RBuilding,2024,"Franklyn,Grace Elizabeth"
SOCI,469,002,11141,HEALTH AND SOCIETY,3,MWF,12:20 - 13:10,Peabody RBuilding,2024,"Mitchell,Denise Nicole"
SOCI,469,003,11142,HEALTH AND SOCIETY,3,MWF,14:30 - 15:20,Dey Hall RBuilding,0307,"Nelson,Micah Hayman"
SOCI,707,001,1722,MEAS/DATA COLLECT,4,TuTh,15:30 - 16:45,Hamilton Hall RBuilding,0151,"ENTWISLE BOLLEN,BARBARA"
SOCI,709,001,1720,LINEAR REGRESSION,4,TuTh,12:00 - 13:45,TBA RBuilding,TBA,"MOUW,TED"
SOCI,715,001,13652,SEM SOCIAL NETWORKS,3,Tu,14:00 - 16:40,Hamilton Hall RBuilding,0207,"Duxbury,Scott"
SOCI,718,001,11148,LONG DATA ANALYSIS,3,W,13:00 - 15:30,Hamilton Hall RBuilding,0151,"GUO,GUANG"
SOCI,754,001,14178,SURVEY SAMPLING,3,MW,11:00 - 12:30,Murphey RBuilding,0202,"Wiesen,Christopher A."
SOCI,761,001,9540,QUESTIONNAIRE DESIGN,3,F,13:00 - 15:30,TBA RBuilding,TBA,"Geisen,Emily McFarlane"
SOCI,825,001,14168,LIFE COURSE AND AGING,3,Tu,09:30 - 12:00,Hamilton Hall RBuilding,0151,"YANG,YANG Claire"
SOCI,855,001,14458,POVERTY IN AMERICA,3,M,13:00 - 15:30,Hamilton Hall RBuilding,0151,"Baker,Regina Smalls"
SOCI,870,001,14455,SOCI OF CULTURE,3,W,09:00 - 11:30,Hamilton Hall RBuilding,0151,Staff
SOCI,950,001,4155,SEM SELECTED TOPICS,1,W,12:00 - 13:00,Hamilton Hall RBuilding,0207,"CAI,YONG"
SOCI,950,004,9524,SEM SELECTED TOPICS,1,W,14:00 - 15:00,Hamilton Hall RBuilding,0207,"Gutierrez,Carmen Marie"
SOCI,950,005,9525,SEM SELECTED TOPICS,1,Th,12:30 - 13:30,TBA RBuilding,TBA,"Frankenberg,Elizabeth Alice"
SOCI,950,009,14556,SEM SELECTED TOPICS,1,TuTh,09:00 - 11:30,Hamilton Hall RBuilding,0207,"Gonzalez,Shannon Malone"
